Serial No,time_stamp,AccXYZ_Measurement_Index,AccX_Measurement_Index,AccY_Measurement_Index,AccZ_Measurement_Index,AE_Measurement_Index,AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Zero Crossing Rate,AccX_Zero Crossing Rate,AccY_Zero Crossing Rate,AccZ_Zero Crossing Rate,AE_Zero Crossing Rate,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_K(t),AccX_K(t),AccY_K(t),AccZ_K(t),AE_K(t),AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
11,Tue Apr 26 15:43:29 2022,41,41,41,41,42,2.1335034370422363,2.49359130859375,1.88409423828125,1.18798828125,0.20669102668762207,2.1335034370422363,1.99993896484375,0.97113037109375,0.72979736328125,0.1127670407295227,1.076004147529602,0.9571658372879028,-0.03438068553805351,0.10918403416872025,0.00010370174277340993,1.1501455307006836,1.081678032875061,0.3168720602989197,0.2289080023765564,0.03279383108019829,1.0,197.0,744.0,461.0,1585.0,1.8549855947494507,1.848922610282898,3.06473970413208,3.18816876411438,3.438666343688965,0,0,0,0,0,0.9355373978614807,0.8848897814750671,-0.10850021243095398,0.47697779536247253,0.0031622331589460373,1.202825665473938,1.2430148124694824,-0.38880398869514465,1.1199960708618164,-0.1816847324371338,1.606031894683838,1.7202365398406982,2.910918951034546,3.4648189544677734,3.5083417892456055
12,Tue Apr 26 15:43:32 2022,44,44,44,44,44,1.0539402961730957,1.04815673828125,0.0682373046875,0.13397216796875,0.012662708759307861,1.0539402961730957,1.04815673828125,0.0682373046875,0.13397216796875,0.006557822227478027,0.9722003936767578,0.9654116630554199,-0.03314529359340668,0.10905823111534119,2.0005591068184003e-06,0.972581148147583,0.9658035635948181,0.03440365567803383,0.10932454466819763,0.0015248601557686925,1.0,1.0,0,1.0,2158.0,1.0836528539657593,1.0852690935134888,1.9834318161010742,1.2254537343978882,4.300605773925781,0,0,0,0,0,0.9996085166931152,0.9995942115783691,-0.9634236097335815,0.9975640177726746,0.0013119623763486743,1.0011711120605469,1.0012221336364746,-1.1024501323699951,1.0072613954544067,-0.068868488073349,1.0031296014785767,1.0032612085342407,1.2800642251968384,1.0193862915039062,3.2335665225982666
13,Tue Apr 26 15:43:35 2022,46,46,46,46,47,2.314594268798828,3.99993896484375,2.67950439453125,1.6044921875,0.47954535484313965,2.314594268798828,2.0,1.4005126953125,0.90618896484375,0.24271273612976074,1.0434720516204834,0.9452400207519531,-0.03228938952088356,0.10828845947980881,-7.73032024881104e-06,1.1026328802108765,1.057600498199463,0.2503472864627838,0.18602854013442993,0.03462943807244301,1.0,147.0,487.0,395.0,3196.0,2.0991523265838623,1.891073226928711,5.5942792892456055,4.871236324310303,7.008855819702148,0,0,0,0,0,0.946345865726471,0.8937590718269348,-0.12897838652133942,0.5821067094802856,-0.00022322974109556526,1.1779793500900269,1.1492009162902832,-0.16352757811546326,1.4047050476074219,-0.027785591781139374,1.5459872484207153,1.5777031183242798,11.017248153686523,5.073204517364502,11.072379112243652
14,Tue Apr 26 15:43:37 2022,49,49,49,49,49,2.0833795070648193,2.690185546875,1.45233154296875,0.85894775390625,0.36713773012161255,2.0833795070648193,1.99993896484375,0.74053955078125,0.53173828125,0.1983325481414795,1.0275553464889526,0.9601778984069824,-0.0330844484269619,0.10898800194263458,2.7195128495804965e-06,1.127671241760254,1.0861423015594482,0.24014979600906372,0.1851089596748352,0.04894731938838959,1.0,89.0,981.0,747.0,7436.0,1.8475061655044556,1.8413231372833252,3.0836567878723145,2.8725690841674805,4.05195951461792,0,0,0,0,0,0.9112188816070557,0.8840258717536926,-0.13776588439941406,0.5887775421142578,5.5559994507348165e-05,1.2276208400726318,1.2614047527313232,-0.466345876455307,1.3782451152801514,-0.3362760543823242,1.625887155532837,1.7223293781280518,2.8317503929138184,2.600170850753784,2.871041774749756
15,Tue Apr 26 15:43:39 2022,51,51,51,51,51,2.0680744647979736,2.46380615234375,1.38116455078125,0.8291015625,0.36087459325790405,2.0680744647979736,1.99993896484375,0.69525146484375,0.5526123046875,0.20252984762191772,1.0255484580993652,0.9591410756111145,-0.0332067497074604,0.10830269008874893,-7.18342653271975e-06,1.1276787519454956,1.0893689393997192,0.22731652855873108,0.18237806856632233,0.051124442368745804,1.0,101.0,1036.0,774.0,7079.0,1.8339216709136963,1.835869312286377,3.0585169792175293,3.0300371646881104,3.9615073204040527,0,0,0,0,0,0.9094331860542297,0.8804556727409363,-0.14608155190944672,0.5938361287117004,-0.00014050865138415247,1.233869194984436,1.267238736152649,-0.45333823561668396,1.4125726222991943,-0.36512652039527893,1.6454124450683594,1.7398594617843628,2.694960594177246,2.664156198501587,2.7978756427764893
16,Tue Apr 26 15:43:42 2022,54,54,54,54,54,2.122648000717163,3.79443359375,1.489501953125,1.15753173828125,0.2082749605178833,2.122648000717163,1.99993896484375,0.79888916015625,0.703857421875,0.1090400218963623,1.093105435371399,0.9500027298927307,-0.033872414380311966,0.10932400077581406,-3.840897261397913e-05,1.2035353183746338,1.1243293285369873,0.3633030354976654,0.2909899353981018,0.03950365632772446,1.0,157.0,1036.0,809.0,2040.0,1.7636773586273193,1.778783917427063,2.198960781097412,2.418837785720825,2.76025128364563,0,0,0,0,0,0.9082454442977905,0.8449506163597107,-0.0932346060872078,0.3756968379020691,-0.000972289068158716,1.2384768724441528,1.2791590690612793,-0.36127734184265137,0.9459072351455688,-0.172209694981575,1.655450463294983,1.833421230316162,1.7237401008605957,2.4708502292633057,2.266108989715576
17,Tue Apr 26 15:43:44 2022,56,56,56,56,57,2.1047322750091553,2.3626708984375,1.37945556640625,1.18548583984375,0.2081376314163208,2.1047322750091553,1.99993896484375,0.6934814453125,0.707275390625,0.1091465950012207,1.130185604095459,0.9512471556663513,-0.03428512439131737,0.11021900177001953,1.552778485347517e-05,1.2770360708236694,1.1931092739105225,0.3518112003803253,0.2890309691429138,0.03982703387737274,1.0,350.0,1036.0,897.0,2033.0,1.6481385231018066,1.6762412786483765,1.971174955368042,2.4470574855804443,2.7405152320861816,0,0,0,0,0,0.8850067853927612,0.7972841858863831,-0.09745319187641144,0.38133975863456726,0.00038988052983768284,1.2800498008728027,1.3690851926803589,-0.31881964206695557,0.9352267980575562,-0.1692400574684143,1.7524341344833374,1.9835454225540161,1.708220362663269,2.380706310272217,2.2577383518218994
18,Tue Apr 26 15:43:47 2022,59,59,59,59,59,2.1303720474243164,2.46746826171875,1.408447265625,1.13458251953125,0.2094712257385254,2.1303720474243164,1.99993896484375,0.751708984375,0.68658447265625,0.10943520069122314,1.1256183385849,0.9500888586044312,-0.032807618379592896,0.1084737777709961,1.1820757208624855e-05,1.2566274404525757,1.1694480180740356,0.35725367069244385,0.28960859775543213,0.03972539305686951,1.0,345.0,1037.0,899.0,2112.0,1.6953091621398926,1.7101563215255737,2.1041321754455566,2.370732307434082,2.7547922134399414,0,0,0,0,0,0.8957454562187195,0.8124250173568726,-0.09183283895254135,0.37455302476882935,0.00029756175354123116,1.2649779319763184,1.3519604206085205,-0.3097623288631439,0.9077886939048767,-0.2030564844608307,1.7233245372772217,1.9558894634246826,1.7184768915176392,2.3299379348754883,2.236677646636963
19,Tue Apr 26 15:43:49 2022,61,61,61,61,62,2.132082223892212,2.41522216796875,1.41741943359375,1.157470703125,0.20626705884933472,2.132082223892212,1.99993896484375,0.7374267578125,0.66497802734375,0.10807567834854126,1.1206715106964111,0.9512089490890503,-0.03324657306075096,0.10887572914361954,-2.2007116058375686e-05,1.2675477266311646,1.1817747354507446,0.3631119728088379,0.2797081470489502,0.039750341325998306,1.0,263.0,1036.0,811.0,2183.0,1.6820528507232666,1.692318320274353,2.0308523178100586,2.3773996829986572,2.7188615798950195,0,0,0,0,0,0.8841257095336914,0.8048986792564392,-0.09156011044979095,0.3892476260662079,-0.0005536333774216473,1.284165859222412,1.3725122213363647,-0.28814783692359924,0.9307762384414673,-0.22019091248512268,1.7638012170791626,1.9932066202163696,1.7107598781585693,2.311788558959961,2.226022243499756
20,Tue Apr 26 15:43:52 2022,64,64,64,64,64,2.1419966220855713,2.52020263671875,1.3463134765625,1.1436767578125,0.21113991737365723,2.1419966220855713,1.99993896484375,0.7059326171875,0.6746826171875,0.11098587512969971,1.1311076879501343,0.9529861211776733,-0.03349662944674492,0.10823951661586761,1.4336673302750569e-05,1.2788885831832886,1.191949486732483,0.3622512221336365,0.2740364670753479,0.04045623540878296,1.0,289.0,1036.0,877.0,2123.0,1.6748892068862915,1.6778723001480103,1.9487377405166626,2.46201753616333,2.743356466293335,0,0,0,0,0,0.88444584608078,0.799518883228302,-0.09246795624494553,0.39498215913772583,0.0003543748753145337,1.2820004224777222,1.3718197345733643,-0.2565138339996338,0.9208760857582092,-0.2272280901670456,1.7547316551208496,1.988732933998108,1.687466025352478,2.207062005996704,2.175585985183716
21,Tue Apr 26 15:43:54 2022,66,66,66,66,66,2.1324074268341064,2.37225341796875,1.41754150390625,1.18450927734375,0.21345001459121704,2.1324074268341064,1.99993896484375,0.73974609375,0.69390869140625,0.11303651332855225,1.1259187459945679,0.9545475840568542,-0.03386284038424492,0.10835292935371399,3.656771150417626e-05,1.2715644836425781,1.185520887374878,0.3639729619026184,0.28096407651901245,0.039967283606529236,1.0,293.0,1037.0,806.0,2144.0,1.6769951581954956,1.6869707107543945,2.0324203968048096,2.4697415828704834,2.828226089477539,0,0,0,0,0,0.8854594230651855,0.8051714897155762,-0.09303668886423111,0.38564690947532654,0.0009149411343969405,1.2818593978881836,1.3697062730789185,-0.30830252170562744,0.9693644046783447,-0.1895773559808731,1.7577053308486938,1.9856505393981934,1.7115169763565063,2.418168544769287,2.2345547676086426
22,Tue Apr 26 15:43:57 2022,69,69,69,69,69,2.1268794536590576,2.394775390625,1.44122314453125,1.1524658203125,0.21480900049209595,2.1268794536590576,1.99993896484375,0.73309326171875,0.67626953125,0.11108225584030151,1.1286592483520508,0.9511035680770874,-0.03356410935521126,0.11015758663415909,1.690164572210051e-05,1.2797775268554688,1.1928423643112183,0.36881816387176514,0.280945748090744,0.04030795395374298,1.0,295.0,1036.0,831.0,2096.0,1.6619133949279785,1.6766163110733032,1.9876821041107178,2.4071178436279297,2.7558395862579346,0,0,0,0,0,0.8819183111190796,0.7973421812057495,-0.09100449085235596,0.3920955955982208,0.0004193129134364426,1.285685420036316,1.376953125,-0.28150349855422974,0.9576088786125183,-0.18066434562206268,1.7636337280273438,1.9981824159622192,1.6801639795303345,2.3835387229919434,2.2139434814453125
23,Tue Apr 26 15:43:59 2022,71,71,71,71,71,2.126267433166504,2.45361328125,1.41925048828125,1.16485595703125,0.21157318353652954,2.126267433166504,1.99993896484375,0.75445556640625,0.667236328125,0.11174458265304565,1.1305551528930664,0.9523212909698486,-0.03440151363611221,0.10930439084768295,3.247368658776395e-05,1.2730212211608887,1.1859787702560425,0.3669739365577698,0.2817247211933136,0.04052220284938812,1.0,307.0,1036.0,817.0,2054.0,1.6702529191970825,1.686319351196289,2.0558831691741943,2.3683981895446777,2.7576136589050293,0,0,0,0,0,0.8880882263183594,0.8029834032058716,-0.09374374896287918,0.38798296451568604,0.0008013800834305584,1.2768340110778809,1.364304542541504,-0.3037691116333008,0.9723562002182007,-0.16557544469833374,1.7447296380996704,1.9729477167129517,1.6928510665893555,2.444359064102173,2.2348792552948
24,Tue Apr 26 15:44:02 2022,74,74,74,74,74,2.126370906829834,2.5084228515625,1.34222412109375,1.22265625,0.2215610146522522,2.126370906829834,1.99993896484375,0.72161865234375,0.71173095703125,0.11783730983734131,1.1304614543914795,0.9512724876403809,-0.03269313648343086,0.10890476405620575,2.73684345302172e-05,1.2804203033447266,1.1939455270767212,0.36816492676734924,0.2835991084575653,0.04186080023646355,1.0,303.0,1035.0,769.0,2030.0,1.660681962966919,1.6750671863555908,1.9600417613983154,2.5096375942230225,2.8149797916412354,0,0,0,0,0,0.8828831315040588,0.7967469692230225,-0.08880024403333664,0.38400954008102417,0.0006537962472066283,1.2864271402359009,1.3740789890289307,-0.3291274905204773,0.9963474273681641,-0.11767534166574478,1.7656464576721191,1.9913074970245361,1.697584629058838,2.5827689170837402,2.242016553878784
25,Tue Apr 26 15:44:04 2022,76,76,76,76,76,2.122541904449463,2.48443603515625,1.459716796875,1.1396484375,0.21707653999328613,2.122541904449463,1.99993896484375,0.73626708984375,0.6829833984375,0.11498093605041504,1.1407420635223389,0.9491724967956543,-0.032542724162340164,0.10895351320505142,-2.2374748368747532e-05,1.2632368803024292,1.170384168624878,0.37549054622650146,0.2915097177028656,0.041723448783159256,1.0,343.0,1037.0,819.0,2019.0,1.6802406311035156,1.708788514137268,1.9608138799667358,2.3429181575775146,2.755786895751953,0,0,0,0,0,0.9030309915542603,0.8109922409057617,-0.08666722476482391,0.3737560212612152,-0.0005362631636671722,1.25434148311615,1.3404937982559204,-0.341685950756073,0.9722397327423096,-0.12731388211250305,1.7007070779800415,1.9405035972595215,1.6774821281433105,2.5631558895111084,2.2692437171936035
26,Tue Apr 26 15:44:07 2022,78,79,79,79,79,2.14031982421875,2.5023193359375,1.7994384765625,1.19696044921875,0.022940754890441895,2.14031982421875,1.99993896484375,0.95440673828125,0.69049072265625,0.011728048324584961,1.0755866765975952,0.9595047235488892,-0.03374443203210831,0.10853797942399979,-9.880658762995154e-05,1.1746057271957397,1.1142401695251465,0.29693296551704407,0.22360503673553467,0.002498459303751588,1.0,191.0,718.0,439.0,1605.0,1.822160243988037,1.7948904037475586,3.2142162322998047,3.0879926681518555,4.694112300872803,0,0,0,0,0,0.9157001972198486,0.8611291646957397,-0.11364326626062393,0.48540040850639343,-0.03954700753092766,1.2486786842346191,1.2944852113723755,-0.44418129324913025,1.1642262935638428,-0.16570860147476196,1.7243163585662842,1.8424928188323975,2.889615535736084,3.4813992977142334,4.7397356033325195
27,Tue Apr 26 15:44:09 2022,81,81,81,81,81,1.0547198057174683,1.0494384765625,0.05780029296875,0.13671875,0.01126706600189209,1.0547198057174683,1.0494384765625,0.05780029296875,0.13671875,0.005937695503234863,0.9721742868423462,0.965363621711731,-0.033595506101846695,0.10919871926307678,-3.954671228711959e-06,0.9724989533424377,0.9657002091407776,0.03435863181948662,0.10952769219875336,0.001564415288157761,1.0,1.0,0,1.0,2077.0,1.0845459699630737,1.0867124795913696,1.6822640895843506,1.2482573986053467,3.7954726219177246,0,0,0,0,0,0.999666154384613,0.9996514320373535,-0.9777894020080566,0.9969964623451233,-0.0025278909597545862,1.001001000404358,1.0010472536087036,-1.0646271705627441,1.0089375972747803,-0.055715806782245636,1.0026687383651733,1.0027896165847778,1.1752947568893433,1.0238515138626099,2.9942314624786377
28,Tue Apr 26 15:44:12 2022,83,83,83,83,84,2.2790720462799072,3.99993896484375,2.37371826171875,1.6302490234375,0.43966805934906006,2.2790720462799072,2.0,1.188232421875,0.9765625,0.22495168447494507,1.0468494892120361,0.93898606300354,-0.03368404507637024,0.10829555243253708,5.260373654891737e-05,1.104374885559082,1.0607844591140747,0.23950441181659698,0.1923997551202774,0.027198201045393944,1.0,139.0,487.0,392.0,2805.0,2.063676118850708,1.88539719581604,4.961213111877441,5.075695037841797,8.270829200744629,0,0,0,0,0,0.9479113221168518,0.8851808309555054,-0.14064060151576996,0.5628674030303955,0.0019340887665748596,1.1704140901565552,1.128066062927246,-0.43591827154159546,1.3020033836364746,-0.029774192720651627,1.520787239074707,1.564934492111206,9.882085800170898,5.219829082489014,14.541510581970215
29,Tue Apr 26 15:44:14 2022,86,86,86,86,86,2.037508726119995,2.941650390625,1.2216796875,0.79638671875,0.3409668803215027,2.037508726119995,1.99993896484375,0.682861328125,0.51019287109375,0.18370270729064941,1.025582194328308,0.9618279933929443,-0.03378097712993622,0.10780037194490433,-0.0001526076957816258,1.132465124130249,1.098219633102417,0.21135082840919495,0.17810435593128204,0.04868973046541214,1.0,97.0,1047.0,745.0,7363.0,1.7991801500320435,1.8210737705230713,3.2309374809265137,2.864572763442993,3.7729251384735107,0,0,0,0,0,0.905619204044342,0.8758065700531006,-0.15983366966247559,0.605265200138092,-0.003134289290755987,1.2443710565567017,1.2720190286636353,-0.5025689601898193,1.3240660429000854,-0.3182947039604187,1.6771703958511353,1.7616095542907715,2.5851011276245117,2.435274124145508,2.842308521270752
30,Tue Apr 26 15:44:17 2022,88,88,88,88,89,2.0474653244018555,2.5760498046875,1.4888916015625,0.81671142578125,0.35243797302246094,2.0474653244018555,1.99993896484375,0.75396728515625,0.5279541015625,0.19938182830810547,1.0290192365646362,0.9633625745773315,-0.03317626938223839,0.10922703146934509,7.383449701592326e-05,1.1305816173553467,1.091866135597229,0.23343929648399353,0.1776212751865387,0.04869681969285011,1.0,105.0,1041.0,723.0,7693.0,1.8109841346740723,1.8316705226898193,3.2298216819763184,2.972358465194702,4.0943498611450195,0,0,0,0,0,0.9101680517196655,0.882308304309845,-0.14211946725845337,0.6149433851242065,0.0015162078198045492,1.2311170101165771,1.2613437175750732,-0.3171638250350952,1.3593759536743164,-0.3412998914718628,1.6366406679153442,1.7236040830612183,2.6095845699310303,2.505479097366333,2.7800958156585693
